**Coletado no dia 12/07 por Gustavo Guedes,,,,,,
disciplina,turma,nome,professor,departamento,ano/periodo,horario
ELF74,S13,Sistemas Embarcados,GARCEZ - Paulo Denis Garcez Da Luz,DAELN,2022/2,"6T2,6T3,6T4,6T5"
EL77F,S15,Projeto Integrador 1,GILSON S - Gilson Yukio Sato,DAELN,2022/2,"2T4,2T5,2T6,5T5,5T6"
EL81D,N12,Princípios De Informática,GORTAN - Antonio Gortan,DAELN,2022/2,"5N1,5N2,5N3"
EL82D,N11,Programação Básica,GORTAN - Antonio Gortan,DAELN,2022/2,"4N4,4N5,5N4,5N5"
EL83B,N11,Estatística Aplicada,GORTAN - Antonio Gortan,DAELN,2022/2,"4N1,4N2,4N3"
ELF41,S12,Circuitos Digitais,GORTAN - Antonio Gortan,DAELN,2022/2,"6N1,6N2,6N3,6N4,6T6"
CSW40,S71,Sistemas Microcontrolados,GUILHERME PERON - Guilherme De Santi Peron,DAELN,2022/2,"3M2,3M3,3M4,3M5"
CSW40,S72,Sistemas Microcontrolados,GUILHERME PERON - Guilherme De Santi Peron,DAELN,2022/2,"5M2,5M3,5M4,5M5"
PPGSESAI10,PGSE,Estudos Especiais Em Sistemas De Automação E Instrumentação,GUILHERME PERON - Guilherme De Santi Peron,DAELN,2022/2,"2T2,2T3,2T4,2T5"
DAT003,PGEI,Mineração De Dados,HEITOR - Heitor Silverio Lopes,DAELN,2022/2,"2N1,2N2,2N3,2T6"
EEX23,S71,Oficina De Integração 3,HEITOR - Heitor Silverio Lopes,DAELN,2022/2,"5T4,5T5,5T6"
EL76D,S43,Eletrônica Aplicada À Engenharia Mecânica,HUMBERTO - Humberto Remigio Gamba,DAELN,2022/2,"6T2,6T3,6T4,6T5"
EL82A,N11,Cálculo,HUMBERTO - Humberto Remigio Gamba,DAELN,2022/2,"2N4,2N5,6N1,6N2"
ELP41,S11,Eletrônica Analógica 1: Materiais Semicondutores,HUMBERTO - Humberto Remigio Gamba,DAELN,2022/2,"2N1,2T4,2T5,2T6"
IF69D,S11,Processamento Digital De Imagens,HUMBERTO - Humberto Remigio Gamba,DAELN,2022/2,"3N2,3N3,3N4,3N5"
EL71E,S01,Algoritmos,IONILDO SANCHES - Ionildo Jose Sanches,DAELN,2022/2,"5M3,5M4,5M5,5M6"
EL71E,S16,Algoritmos,IONILDO SANCHES - Ionildo Jose Sanches,DAELN,2022/2,"3T3,3T4,4T5,4T6"
ELP33,S12,Estrutura De Dados E Algoritmos,IONILDO SANCHES - Ionildo Jose Sanches,DAELN,2022/2,"4T1,4T2"
ELP33,S13,Estrutura De Dados E Algoritmos,IONILDO SANCHES - Ionildo Jose Sanches,DAELN,2022/2,"3T5,3T6"
EL72F,S01,Eletricidade,J JUNIOR - Jose Jair Alves Mendes Junior,DAELN,2022/2,"2T3,2T4,2T5,5T1,5T2"
ELP61,S11,Eletrônica Analógica 3: Amplificadores,J JUNIOR - Jose Jair Alves Mendes Junior,DAELN,2022/2,"3N1,3T4,3T5,3T6"
ELTA3,S11,Engenharia Médica,J JUNIOR - Jose Jair Alves Mendes Junior,DAELN,2022/2,"4N1,4T4,4T5,4T6"
EL74G,S16,Eletrônica Aplicada,J RICARDO - Jose Ricardo Alcantara,DAELN,2022/2,"3M4,3M5,3M6,4T2,4T3,4T4"
ELE11,S13,Eletricidade E Eletrônica Na Prática,J RICARDO - Jose Ricardo Alcantara,DAELN,2022/2,"5N1,5N2,5T5,5T6"
EL84H,N11,Técnicas De Pesquisa Acadêmica,JAMEA - Jamea Cristina Batista Silva Franklin,DAELN,2022/2,"5N1,5N2"
EE2251,PGEI,Estudos Especiais Em Instrumentação Biomédica E Ultrassom,JOAQUIM M - Joaquim Miguel Maia,DAELN,2022/2,"6M2,6M3,6M4,6M5"
EL66E,S11,Amplificadores,JOAQUIM M - Joaquim Miguel Maia,DAELN,2022/2,"2N2,2N3,2N4,2N5,3N1,3T4,3T5,3T6"
EL76B,S15,Controle E Eventos Discretos,JOEL - Joel Goncalves Pereira,DAELN,2022/2,"3T3,3T4,3T5,3T6"
EL77E,S15,Sistemas De Supervisão,JOEL - Joel Goncalves Pereira,DAELN,2022/2,"5T2,5T3,5T4"
ELF81,S11,Controle A Eventos Discretos,JOEL - Joel Goncalves Pereira,DAELN,2022/2,"2N2,2N3,2N4,2N5"
EL85C,N11,Segurança De Redes,JOILSON - Joilson Alves Junior,DAELN,2022/2,"3N1,3N2,3N3"
EL86D,N11,Laboratório Avançado De Telecomunicações,JOILSON - Joilson Alves Junior,DAELN,2022/2,"2N1,2N2,2N3,2N4,2N5"
ELB31,S11,Probabilidade E Estatística Aplicadas,JOILSON - Joilson Alves Junior,DAELN,2022/2,"6T3,6T4,6T5"
CSW30,S71,Arquitetura E Organização De Computadores,JULIANO - Juliano Mourao Vieira,DAELN,2022/2,"6T1,6T2,6T3,6T4"
CSW30,S72,Arquitetura E Organização De Computadores,JULIANO - Juliano Mourao Vieira,DAELN,2022/2,"2T4,2T5,5T4,5T5"
EEX21,S71,Oficina De Integração 1,JULIANO - Juliano Mourao Vieira,DAELN,2022/2,"2T1,2T2,2T3"
ELO91,S11,"Ética, Profissão E Cidadania",KEIKO - Keiko Veronica Ono Fonseca,DAELN,2022/2,"4N1,4N2"
ELSC01,S01,Smart Challenges,KEIKO - Keiko Veronica Ono Fonseca,DAELN,2022/2,"2N3,2N4"
ELSC01,S02,Smart Challenges,KEIKO - Keiko Veronica Ono Fonseca,DAELN,2022/2,"5T5,5T6"
ELSP01,S01,Smart Projects,KEIKO - Keiko Veronica Ono Fonseca,DAELN,2022/2,"2N1,2N2"
EL81C,N11,Redes Locais,KLEBER - Kleber Kendy Horikawa Nabas,DAELN,2022/2,"3N1,3N2,3N3"
EL82C,N11,Protocolos De Roteamento,KLEBER - Kleber Kendy Horikawa Nabas,DAELN,2022/2,"5N1,5N2,5N3"
ELE13,S11,Redes,KLEBER - Kleber Kendy Horikawa Nabas,DAELN,2022/2,"2T3,2T4,2T5"
ELE13,S12,Redes,KLEBER - Kleber Kendy Horikawa Nabas,DAELN,2022/2,"2N1,2N2,2T6"
ELE13,S13,Redes,KLEBER - Kleber Kendy Horikawa Nabas,DAELN,2022/2,"3T4,3T5,3T6"
EE1801,PGEI,Estudos Especiais Em Processamento De Sinais E Reconhecimento De Padrões Aplicado À Sistemas Elétricos,LAZZARETTI - Andre Eugenio Lazzaretti,DAELN,2022/2,"6M1,6M2,6M3,6M4"
ELTD1,S11,Introdução À Modelagem E Aprendizado,LAZZARETTI - Andre Eugenio Lazzaretti,DAELN,2022/2,"2N1,2N2,2N3,2T6"
ELTD4,S11,Reconhecimento De Padrões E Aprendizado De Máquina,LAZZARETTI - Andre Eugenio Lazzaretti,DAELN,2022/2,"3N1,3N2,3N3"
EBGE04,PGEB,Tópicos Especiais: Epidemiologia E Gestão Em Saúde,LEANDRA - Leandra Ulbricht,DAELN,2022/2,"2M2,2M3,2M4,2M5"
ELTA5,S11,Fisiologia Quantitativa Para Engenharia,LEANDRA - Leandra Ulbricht,DAELN,2022/2,"5T2,5T3,5T4,5T5"
ELTA5,S12,Fisiologia Quantitativa Para Engenharia,LEANDRA - Leandra Ulbricht,DAELN,2022/2,"3M2,3M3,3M4,3M5"
EL76D,S41,Eletrônica Aplicada À Engenharia Mecânica,LINCOLN - Lincoln Herbert Teixeira,DAELN,2022/2,"4N1,4T4,4T5,4T6"
EL76D,S43,Eletrônica Aplicada À Engenharia Mecânica,LINCOLN - Lincoln Herbert Teixeira,DAELN,2022/2,"6T2,6T3,6T4,6T5"
EL86A,N11,Tópicos Especiais,LINCOLN - Lincoln Herbert Teixeira,DAELN,2022/2,"6N1,6N2,6N3"
EL71E,S15,Algoritmos,LUCAS - Luis Alberto Lucas,DAELN,2022/2,"3T3,3T4"
EL81D,N11,Princípios De Informática,LUCAS - Luis Alberto Lucas,DAELN,2022/2,"4N1,4N2,4N3"
ELB11,S11,Algoritmos De Programação,LUCAS - Luis Alberto Lucas,DAELN,2022/2,"2N1,2N2,2T6"
ELB11,S12,Algoritmos De Programação,LUCAS - Luis Alberto Lucas,DAELN,2022/2,"2T3,2T4,2T5"
EEF11,S72,Desenho Técnico,LUCIANE SANTOS - Luciane Agnoletti Dos Santos Pedotti,DAELN,2022/2,"4T2,4T3"
ELB13,S12,Desenho Técnico,LUCIANE SANTOS - Luciane Agnoletti Dos Santos Pedotti,DAELN,2022/2,"3T2,3T3"
ELP34,S12,Medidas Elétricas,LUCIANE SANTOS - Luciane Agnoletti Dos Santos Pedotti,DAELN,2022/2,"2T3,2T4,2T5,2T6"
EL6BB,S11,Processamento Da Informação,LUCIANO B - Luciano Baracho Rocha,DAELN,2022/2,"5N2,5N3,5N4,5N5"
ELP41,S12,Eletrônica Analógica 1: Materiais Semicondutores,LUCIANO B - Luciano Baracho Rocha,DAELN,2022/2,"2N1,2T4,2T5,2T6"
EL68C,S11,Trabalho De Conclusão De Curso 1,LUCIANO S - Luciano Scandelari,DAELN,2022/2,"4N1,4T4,4T5,4T6"
ELE91,S11,Trabalho De Conclusão De Curso 1,LUCIANO S - Luciano Scandelari,DAELN,2022/2,"4T4,4T5,4T6"
ELF41,S11,Circuitos Digitais,LUCIANO S - Luciano Scandelari,DAELN,2022/2,"2N1,2N2,2N3,2N4,2N5"
EL84D,N11,Comunicações Digitais,MARCOS EDUARDO - Marcos Eduardo Pivaro Monteiro,DAELN,2022/2,"3N1,3N2,3N3,3N4,3N5"
ELF52,S11,Sistemas Microcontrolados,MARCOS EDUARDO - Marcos Eduardo Pivaro Monteiro,DAELN,2022/2,"6N1,6T4,6T5,6T6"
EL81F,N11,Panorama Atual Das Comunicações,MIZIARA - Alexandre Jorge Miziara,DAELN,2022/2,"3N4,3N5"
EL83F,N11,Telefonia,MIZIARA - Alexandre Jorge Miziara,DAELN,2022/2,"3N1,3N2,5N4,5N5"
EL85B,N11,Comunicações Sem Fio,MIZIARA - Alexandre Jorge Miziara,DAELN,2022/2,"6N1,6N2,6N3,6N4,6N5"
EL86C,N11,Redes Convergentes,MIZIARA - Alexandre Jorge Miziara,DAELN,2022/2,"5N1,5N2,5N3"
CSR31,S71,Comunicação De Dados,MONEGO - Hermes Irineu Del Monego,DAELN,2022/2,"4T2,4T3"
CSR31,S72,Comunicação De Dados,MONEGO - Hermes Irineu Del Monego,DAELN,2022/2,"4T4,4T5"
ELTB2,S11,Redes Avançadas,MONEGO - Hermes Irineu Del Monego,DAELN,2022/2,"2T3,2T4,2T5,2T6"
IF66B,S11,Redes De Computadores 1,MONEGO - Hermes Irineu Del Monego,DAELN,2022/2,"3N1,3N2,3T5,3T6"
EL83E,N11,Sistemas Microcontrolados,MORIBE - Sergio Moribe,DAELN,2022/2,"2N3,2N4,2N5,6N1,6N2"
ELE11,S11,Eletricidade E Eletrônica Na Prática,MORIBE - Sergio Moribe,DAELN,2022/2,"5N1,5N2,5T5,5T6"
ELE64,S13,Oficina De Integração,MORIBE - Sergio Moribe,DAELN,2022/2,"3N2,3N3,3N4"
ELP21,S11,Circuitos Elétricos 1,MOYSES - Moyses Placin Rodriguez,DAELN,2022/2,"4T4,4T5,5T3,5T4,5T5"
EEQ32,S71,Processamento Digital De Sinais,MULLER - Francisco Muller Machado,DAELN,2022/2,"6T4,6T5,6T6"
EL83A,N11,Sistemas De Comunicação 1,MULLER - Francisco Muller Machado,DAELN,2022/2,"3N3,3N4,3N5"
ELB66,S11,Sinais E Sistemas,MULLER - Francisco Muller Machado,DAELN,2022/2,"2N1,2N2,2N3,4N3,4N4,4N5"
EEX11,S01,Introdução À Práticas De Laboratório Em Eletricidade E Eletrônica,NELSON G - Nelson Garcia De Paula,DAELN,2022/2,"6M3,6M4,6M5"
EL81E,N11,Eletrônica Digital 1,NELSON G - Nelson Garcia De Paula,DAELN,2022/2,"4N4,4N5,6N1,6N2,6N3"
EL82E,N11,Eletrônica Digital 2,NELSON G - Nelson Garcia De Paula,DAELN,2022/2,"3N4,3N5,4N1,4N2,4N3"
ELE11,S12,Eletricidade E Eletrônica Na Prática,NELSON G - Nelson Garcia De Paula,DAELN,2022/2,"5N1,5N2,5T5,5T6"
EL73F,S15,Circuitos Elétricos,NILSON BK - Nilson Bueno Kominek,DAELN,2022/2,"2T3,2T4,2T5,3T5,3T6"
ELP32,S11,Circuitos Elétricos 2,NILSON BK - Nilson Bueno Kominek,DAELN,2022/2,"3T1,3T2,3T3,4N1,4T5,4T6"
EL72E,S15,Fundamentos De Programação,OMERO - Omero Francisco Bertol,DAELN,2022/2,"2M4,2M5,2M6,6M3,6M4,6M5"
EL83D,N11,Programação Avançada,OMERO - Omero Francisco Bertol,DAELN,2022/2,"2N1,2N2,4N4,4N5"
EL84A,N11,Sistemas De Comunicação 2,PAULO DE TARSO - Paulo De Tarso Neves Junior,DAELN,2022/2,"4N4,4N5"
EL84F,N11,Radiopropagação E Antenas,PAULO DE TARSO - Paulo De Tarso Neves Junior,DAELN,2022/2,"5N3,5N4,5N5,6N3,6N4,6N5"
ELF62,S11,Controle 1,PAULO DE TARSO - Paulo De Tarso Neves Junior,DAELN,2022/2,"4N1,4T6,6N1,6T6"
EL74G,S15,Eletrônica Aplicada,PICHORIM - Sergio Francisco Pichorim,DAELN,2022/2,"3M4,3M5,3M6,4T2,4T3,4T4"
ELTA2,S11,Bioengenharia,PICHORIM - Sergio Francisco Pichorim,DAELN,2022/2,"6T2,6T3,6T4,6T5"
ITB0030,PGEI,Instrumentação E Transdução Biomédica Ii,PICHORIM - Sergio Francisco Pichorim,DAELN,2022/2,"5M2,5M3,5M4,5M5"
EEPR01,PGFA,Estudos Especiais Em Reconhecimento De Padrões Em Espectroscopia Ótica,RAFAEL DE GOES - Rafael Eleodoro De Goes,DAELN,2022/2,"5T2,5T3,5T4,5T5"
ELF61,S11,Arquitetura E Organização De Computadores,RAFAEL DE GOES - Rafael Eleodoro De Goes,DAELN,2022/2,"2N1,2T4,2T5,2T6"
CSF0084,PGEI,Comunicações Sem Fio,REBELATTO - Joao Luiz Rebelatto,DAELN,2022/2,"2T2,2T3,2T4,2T5"
ELB21,S11,Programação De Computador,REBELATTO - Joao Luiz Rebelatto,DAELN,2022/2,"4T2,4T3,4T4,4T5"
ELTB3,S11,Comunicações Sem Fio,REBELATTO - Joao Luiz Rebelatto,DAELN,2022/2,"2N2,2N3,2N4,2N5"
ELB13,S13,Desenho Técnico,ROBINSON - Robinson Vida Noronha,DAELN,2022/2,"5T3,5T4"
ELE12,S11,Introdução À Engenharia Eletrônica,ROBINSON - Robinson Vida Noronha,DAELN,2022/2,"6N1,6N2,6N3"
EL81B,N11,Eletricidade,ROBSON LS - Robson Luiz Schiefler E Silva,DAELN,2022/2,"2N1,2N2,2N3,6N4,6N5"
EL81G,N12,Laboratório De Eletricidade,ROBSON LS - Robson Luiz Schiefler E Silva,DAELN,2022/2,"4N1,4N2,4N3"
EL82F,N11,Sistemas Integrados De Gestão,RONALD - Ronald Lewis Karp,DAELN,2022/2,"2N1,2N2,2N3"
CSI55,S71,Sistemas Autônomos Inteligentes,RONNIER - Ronnier Frates Rohrich,DAELN,2022/2,"2M3,2M4,2M5"
EEX21,S72,Oficina De Integração 1,RONNIER - Ronnier Frates Rohrich,DAELN,2022/2,"2T1,2T2,2T3"
EL76F,S15,Sistemas Microcontrolados A,RONNIER - Ronnier Frates Rohrich,DAELN,2022/2,"4M1,4M2,4M3,4M4"
EL76F,S16,Sistemas Microcontrolados A,RONNIER - Ronnier Frates Rohrich,DAELN,2022/2,"4T2,4T3,4T4,4T5"
ELE41,S12,"Oficina De Integração: Eletricidade, Eletrônica E Computação Na Prática",RONNIER - Ronnier Frates Rohrich,DAELN,2022/2,"3T2,3T3,3T4"
EL84H,N11,Técnicas De Pesquisa Acadêmica,ROSANGELA FS - Rosangela De Fatima Stankowitz,DAELN,2022/2,"5N1,5N2"
ELB91,S11,Economia Aplicada À Engenharia,ROSANGELA FS - Rosangela De Fatima Stankowitz,DAELN,2022/2,"3N1,3N2,5N3,5N4"
ELB93,S11,Engenharia De Produto,ROSANGELA FS - Rosangela De Fatima Stankowitz,DAELN,2022/2,"2N1,2N2,4N1,4N2"
EEX22,S72,Oficina De Integração 2,ROSSATO - Daniel Rossato De Oliveira,DAELN,2022/2,"4M4,4M5,4M6"
EL71E,S15,Algoritmos,ROSSATO - Daniel Rossato De Oliveira,DAELN,2022/2,"3T3,3T4,4T5,4T6"
ELE11,S14,Eletricidade E Eletrônica Na Prática,ROSSATO - Daniel Rossato De Oliveira,DAELN,2022/2,"5N1,5N2,5T5,5T6"
ELE41,S11,"Oficina De Integração: Eletricidade, Eletrônica E Computação Na Prática",ROSSATO - Daniel Rossato De Oliveira,DAELN,2022/2,"3T2,3T3,3T4"
EL72F,S16,Eletricidade,SIMONE - Simone Crocetti,DAELN,2022/2,"4M2,4M3,4M4,5M3,5M4"
EL83C,N11,Gestão De Tecnologia E Inovação,SIMONE - Simone Crocetti,DAELN,2022/2,"6N3,6N4,6N5"
EL84G,N11,Gestão De Serviços,SIMONE - Simone Crocetti,DAELN,2022/2,"6N1,6N2"
ELP66,S11,Planejamento E Projeto De Carreira Do Engenheiro Eletrônico,SIMONE - Simone Crocetti,DAELN,2022/2,"3T4,3T5"
EL70D,S15,Trabalho De Conclusão De Curso 2,SIMONE M - Simone Massulini Acosta,DAELN,2022/2,"7M4,7M5"
EL71D,S15,Introdução À Engenharia Mecatrônica,SIMONE M - Simone Massulini Acosta,DAELN,2022/2,"4T3,4T4"
EL75G,S15,Instrumentação Industrial,SIMONE M - Simone Massulini Acosta,DAELN,2022/2,"3T5,3T6,4T5,4T6"
EL75G,S16,Instrumentação Industrial,SIMONE M - Simone Massulini Acosta,DAELN,2022/2,"3T5,3T6,4T1,4T2"
EL77D,S15,Redes Industriais,SIMONE M - Simone Massulini Acosta,DAELN,2022/2,"2T1,2T2,2T3"
EL79D,S15,Trabalho De Conclusão De Curso 1,SIMONE M - Simone Massulini Acosta,DAELN,2022/2,"6T5,6T6"
EL77F,S15,Projeto Integrador 1,STEBEL - Sergio Leandro Stebel,DAELN,2022/2,"2T4,2T5,2T6,5T5,5T6"
ELTE2,S11,Programação Matemática,STEBEL - Sergio Leandro Stebel,DAELN,2022/2,"5N2,5N3,5N4,5N5"
EL84E,N11,Projeto Integrador,TALAU - Marcos Talau,DAELN,2022/2,"2N4,2N5"
EL85A,N11,Redes De Acesso,TALAU - Marcos Talau,DAELN,2022/2,"3N4,3N5,4N4,4N5"
EL86E,N11,Redes De Longa Distância,TALAU - Marcos Talau,DAELN,2022/2,"4N1,4N2,4N3"
EL82C,N11,Protocolos De Roteamento,TANIA MONTEIRO - Tania Lucia Monteiro,DAELN,2022/2,"5N1,5N2,5N3"
EL86F,N11,Gestão De Projetos,TANIA MONTEIRO - Tania Lucia Monteiro,DAELN,2022/2,"3N1,3N2,3N3"
ELP71,S11,Eletrônica Analógica 4: Osciladores E Rf,THOMAZ - Thomaz Milton Navarro Verastegui,DAELN,2022/2,"3N1,3T6,5N1,5T6"
ELTB5,S11,Eletromagnetismo Aplicado,THOMAZ - Thomaz Milton Navarro Verastegui,DAELN,2022/2,"3N2,3N3,5N2,5N3"
EL82F,N11,Sistemas Integrados De Gestão,UBIRADIR - Ubiradir Mendes Pinto,DAELN,2022/2,"2N1,2N2,2N3"
EL85G,N11,Trabalho De Conclusão De Curso 1,UBIRADIR - Ubiradir Mendes Pinto,DAELN,2022/2,5N4
EL86F,N11,Gestão De Projetos,UBIRADIR - Ubiradir Mendes Pinto,DAELN,2022/2,"3N1,3N2,3N3"
EL8AA,N11,Empreendedorismo,UBIRADIR - Ubiradir Mendes Pinto,DAELN,2022/2,"3N4,3N5"
EEC21,S71,Controle 1,VALERIA - Lucia Valeria Ramos De Arruda,DAELN,2022/2,"3M2,3M3,3M4,3M5"
EEC31,S71,Laboratório De Controle Discreto,VALERIA - Lucia Valeria Ramos De Arruda,DAELN,2022/2,"5M4,5M5"
EEX11,S72,Introdução À Práticas De Laboratório Em Eletricidade E Eletrônica,VALFREDO - Valfredo Pilla Junior,DAELN,2022/2,"6M3,6M4,6M5"
EL72E,S16,Fundamentos De Programação,VALFREDO - Valfredo Pilla Junior,DAELN,2022/2,"2M4,2M5,2M6,6M3,6M4,6M5"
EL83G,N11,Processamento De Sinais,VALFREDO - Valfredo Pilla Junior,DAELN,2022/2,"5N1,5N2,5N3"
EL76H,S15,Máquinas Elétricas,VALMIR - Valmir De Oliveira,DAELN,2022/2,"3M2,3M3,3M4"
EL77G,S15,Acionamentos Industriais,VALMIR - Valmir De Oliveira,DAELN,2022/2,"4T4,4T5,4T6"
EL84C,N11,Comunicações Ópticas,VALMIR - Valmir De Oliveira,DAELN,2022/2,"4N1,4N2,4N3"
EL73F,S16,Circuitos Elétricos,VIEIRA - Luis Carlos Vieira,DAELN,2022/2,"2T3,2T4,2T5,5T1,5T2"
ELP51,S13,Eletrônica Analógica 2: Transistores E Aplicações,VIEIRA - Luis Carlos Vieira,DAELN,2022/2,"4N1,4T4,4T5,4T6"
ELB51,S11,Mecânica Geral,WILSON JOSE - Wilson Jose Da Silva,DAELN,2022/2,"2T4,2T5,3T4,3T5"
EL81A,N11,Matemática Aplicada,ZOCCOLI - Ubirajara Zoccoli,DAELN,2022/2,"2N4,2N5,5N4,5N5"
ELP62,S11,Máquinas Elétricas,ZOCCOLI - Ubirajara Zoccoli,DAELN,2022/2,"2T4,2T5,2T6"
ELTE6,S11,Energia Fotovoltaica,ZOCCOLI - Ubirajara Zoccoli,DAELN,2022/2,"4T3,4T4,4T5,4T6"
ET74H,S25,Sistemas De Instrumentação 1,AJMELLO - Alexandre Jose Tuoto Silveira Mello,DAELT,2022/2,"6M1,6M2,6M3,6M4"
ET74H,S26,Sistemas De Instrumentação 1,AJMELLO - Alexandre Jose Tuoto Silveira Mello,DAELT,2022/2,"6M1,6M2,6M3,6M4"
ET77D,S25,Sistemas De Instrumentação 2,AJMELLO - Alexandre Jose Tuoto Silveira Mello,DAELT,2022/2,"2M1,2M2,2M3,2M4"
ET77D,S26,Sistemas De Instrumentação 2,AJMELLO - Alexandre Jose Tuoto Silveira Mello,DAELT,2022/2,"2M1,2M2,2M3,2M4"
ET7GG,S01,Sistema De Controle Robusto Multivariável,AJMELLO - Alexandre Jose Tuoto Silveira Mello,DAELT,2022/2,"4N1,4N2,4N3,4N4"
EE0012,PGEI,Estudo De Aplicações De Conversores Cc-Cc,ALCEU - Alceu Andre Badin,DAELT,2022/2,"6M2,6M3,6M4,6M5"
ET76C,S23,Eletrônica De Potência,ALCEU - Alceu Andre Badin,DAELT,2022/2,"3M4,3M5,4M3,4M4"
ET7BJ,S01,Retificadores Com Correção De Fator De Potência,ALCEU - Alceu Andre Badin,DAELT,2022/2,"3T2,3T3,3T4,3T5"
ET72F,S21,Eletricidade E Magnetismo,ALVARO A - Alvaro Augusto Waldrigues De Almeida,DAELT,2022/2,"2N3,2N4,2N5,4N3,4N4"
ET72F,S22,Eletricidade E Magnetismo,ALVARO A - Alvaro Augusto Waldrigues De Almeida,DAELT,2022/2,"2N3,2N4,2N5,3N2,3N3"
ET7EA,S01,Comercialização De Energia Elétrica,ALVARO A - Alvaro Augusto Waldrigues De Almeida,DAELT,2022/2,"5N2,5N3,5N4,5N5"
CC76A,S55,Fontes De Energia,ALVARO P - Alvaro Peixoto De Alencar Neto,DAELT,2022/2,"3M2,3M3,5M2,5M3"
ET71C,S01,Introdução A Engenharia,ALVARO P - Alvaro Peixoto De Alencar Neto,DAELT,2022/2,"4T2,4T3"
ET7CP,S01,Sistemas Tarifários,ALVARO P - Alvaro Peixoto De Alencar Neto,DAELT,2022/2,"2N2,2N3,2N4,2N5"
EE2005,PGEI,Estudos Especiais Em Processamento De Sinais Para Geração De Imagens Por Ultrassom,AMAURI ASSEF - Amauri Amorin Assef,DAELT,2022/2,"6M2,6M3,6M4,6M5"
ET77C,S22,Sistemas Microcontrolados,AMAURI ASSEF - Amauri Amorin Assef,DAELT,2022/2,"2N2,2N3,2N4,2N5"
ET77C,S25,Sistemas Microcontrolados,AMAURI ASSEF - Amauri Amorin Assef,DAELT,2022/2,"4M1,4M2,4M3,4M4"
ET77J,S23,Sistemas De Potência 1,ANDREA L - Andrea Lucia Costa,DAELT,2022/2,"4M5,4M6,5M1,5M2,5M3"
ET78J,S23,Sistemas De Potência 2,ANDREA L - Andrea Lucia Costa,DAELT,2022/2,"4M1,4M2,4M3,5M5,5M6"
ET56F,N21,Gerência De Projetos E Pessoas,ANNE - Annemarlen Gehrke Castagna,DAELT,2022/2,"2N1,2N2"
ET78L,S21,Metodologia Aplicada Ao Tcc,ANNE - Annemarlen Gehrke Castagna,DAELT,2022/2,"3N1,3T6"
ET66N,S53,Instalações Elétricas Prediais,APELLES - Paulo Apelles Camboim De Oliveira,DAELT,2022/2,"5T2,5T3,5T4,5T5"
ET7FJ,S01,Planejamento E Controle Da Manutenção,APELLES - Paulo Apelles Camboim De Oliveira,DAELT,2022/2,"4N1,4N2,4N3,4T6"
GE56A,N21,Empreendedorismo,APELLES - Paulo Apelles Camboim De Oliveira,DAELT,2022/2,"2N3,2N4,2N5"
FI70C,S21,Princípios De Resistência Dos Materiais,ARAUJO - Antonio Gomes De Araujo,DAELT,2022/2,"2N1,2N2,2N3"
FI70D,S11,Fenômenos De Transporte 1,ARAUJO - Antonio Gomes De Araujo,DAELT,2022/2,"6M4,6M5"
FI70D,S21,Fenômenos De Transporte 1,ARAUJO - Antonio Gomes De Araujo,DAELT,2022/2,"4N4,4N5"
FI70D,S25,Fenômenos De Transporte 1,ARAUJO - Antonio Gomes De Araujo,DAELT,2022/2,"2M5,2M6"
ET72B,S25,Laboratório De Instalações Elétricas,ASSADE - Jorge Assade Leludak,DAELT,2022/2,"4M1,4M2,4M3"
ET78F,S25,Supervisão De Processos,ASSADE - Jorge Assade Leludak,DAELT,2022/2,"3M1,3M2,3M3,3M4"
ET7DH,S01,Simulação De Sistemas Elétricos Industriais,ASSADE - Jorge Assade Leludak,DAELT,2022/2,"4N2,4N3,4N4,4N5"
ET55D,N21,Controle De Processos E Instrumentos,BALIEIRO - Daniel Balieiro Silva,DAELT,2022/2,"2N1,2N2,2N3,2N4,2N5"
ET77F,S23,Controladores Lógicos Programáveis,BALIEIRO - Daniel Balieiro Silva,DAELT,2022/2,"6M1,6M2,6M3,6M4"
ET51A,N21,Eletricidade,BARCIK - Marcelo Barcik,DAELT,2022/2,"2N1,2N2,2N3,6N3,6N4,6N5"
ET77E,S25,Máquinas Elétricas 3,BARCIK - Marcelo Barcik,DAELT,2022/2,"5M2,5M3,5M4,5M5"
ET77E,S26,Máquinas Elétricas 3,BARCIK - Marcelo Barcik,DAELT,2022/2,"3M2,3M3,3M4,3M5"
ET7FP,S01,Projeto De Geradores Síncronos Para Fontes Renováveis De Energia,BAZZO - Thiago De Paula Machado Bazzo,DAELT,2022/2,"5N1,5T4,5T5,5T6"
PPGSEPAE11,PGSE,Estudos Especiais Em Processamento E Análise De Energia,BAZZO - Thiago De Paula Machado Bazzo,DAELT,2022/2,"2M2,2M3,2M4,2M5"
ET56E,N21,Supervisão E Redes Industriais,BETINI - Roberto Cesar Betini,DAELT,2022/2,"6N1,6N2,6N3,6N4,6N5"
ET77A,S25,Redes Industriais,BETINI - Roberto Cesar Betini,DAELT,2022/2,"5M3,5M4,5M5,5M6"
ET77A,S26,Redes Industriais,BETINI - Roberto Cesar Betini,DAELT,2022/2,"5M1,5M2,5M3,5M4"
ET77E,S21,Máquinas Elétricas 3,BRUNO AKIHIRO - Bruno Akihiro Tanno Iamamura,DAELT,2022/2,"2N2,2N3,5N1,5T6"
